"UF";"Cargo";"Quantitativo";"Vaga";"Concorrência";
"BR";"Presidente";"12";"1";"12,00"
"BR";"Vice-presidente";"12";"1";"12,00"
"AC";"Governador";"4";"1";"4,00"
"AL";"Governador";"10";"1";"10,00"
"AM";"Governador";"7";"1";"7,00"
"AP";"Governador";"7";"1";"7,00"
"BA";"Governador";"6";"1";"6,00"
"CE";"Governador";"4";"1";"4,00"
"DF";"Governador";"7";"1";"7,00"
"ES";"Governador";"5";"1";"5,00"
"GO";"Governador";"7";"1";"7,00"
"MA";"Governador";"6";"1";"6,00"
"MG";"Governador";"8";"1";"8,00"
"MS";"Governador";"6";"1";"6,00"
"MT";"Governador";"6";"1";"6,00"
"PA";"Governador";"6";"1";"6,00"
"PB";"Governador";"6";"1";"6,00"
"PE";"Governador";"7";"1";"7,00"
"PI";"Governador";"7";"1";"7,00"
"PR";"Governador";"8";"1";"8,00"
"RJ";"Governador";"7";"1";"7,00"
"RN";"Governador";"5";"1";"5,00"
"RO";"Governador";"5";"1";"5,00"
"RR";"Governador";"5";"1";"5,00"
"RS";"Governador";"8";"1";"8,00"
"SC";"Governador";"8";"1";"8,00"
"SE";"Governador";"5";"1";"5,00"
"SP";"Governador";"9";"1";"9,00"
"TO";"Governador";"7";"1";"7,00"
"AC";"Vice-governador";"4";"1";"4,00"
"AL";"Vice-governador";"10";"1";"10,00"
"AM";"Vice-governador";"8";"1";"8,00"
"AP";"Vice-governador";"7";"1";"7,00"
"BA";"Vice-governador";"6";"1";"6,00"
"CE";"Vice-governador";"4";"1";"4,00"
"DF";"Vice-governador";"8";"1";"8,00"
"ES";"Vice-governador";"5";"1";"5,00"
"GO";"Vice-governador";"8";"1";"8,00"
"MA";"Vice-governador";"7";"1";"7,00"
"MG";"Vice-governador";"9";"1";"9,00"
"MS";"Vice-governador";"6";"1";"6,00"
"MT";"Vice-governador";"7";"1";"7,00"
"PA";"Vice-governador";"7";"1";"7,00"
"PB";"Vice-governador";"6";"1";"6,00"
"PE";"Vice-governador";"7";"1";"7,00"
"PI";"Vice-governador";"7";"1";"7,00"
"PR";"Vice-governador";"10";"1";"10,00"
"RJ";"Vice-governador";"7";"1";"7,00"
"RN";"Vice-governador";"5";"1";"5,00"
"RO";"Vice-governador";"5";"1";"5,00"
"RR";"Vice-governador";"4";"1";"4,00"
"RS";"Vice-governador";"8";"1";"8,00"
"SC";"Vice-governador";"8";"1";"8,00"
"SE";"Vice-governador";"6";"1";"6,00"
"SP";"Vice-governador";"9";"1";"9,00"
"TO";"Vice-governador";"8";"1";"8,00"
"AC";"Senador";"4";"1";"4,00"
"AL";"Senador";"8";"1";"8,00"
"AM";"Senador";"6";"1";"6,00"
"AP";"Senador";"10";"1";"10,00"
"BA";"Senador";"7";"1";"7,00"
"CE";"Senador";"4";"1";"4,00"
"DF";"Senador";"8";"1";"8,00"
"ES";"Senador";"6";"1";"6,00"
"GO";"Senador";"7";"1";"7,00"
"MA";"Senador";"6";"1";"6,00"
"MG";"Senador";"8";"1";"8,00"
"MS";"Senador";"6";"1";"6,00"
"MT";"Senador";"7";"1";"7,00"
"PA";"Senador";"11";"1";"11,00"
"PB";"Senador";"8";"1";"8,00"
"PE";"Senador";"5";"1";"5,00"
"PI";"Senador";"6";"1";"6,00"
"PR";"Senador";"8";"1";"8,00"
"RJ";"Senador";"8";"1";"8,00"
"RN";"Senador";"5";"1";"5,00"
"RO";"Senador";"4";"1";"4,00"
"RR";"Senador";"6";"1";"6,00"
"RS";"Senador";"8";"1";"8,00"
"SC";"Senador";"7";"1";"7,00"
"SE";"Senador";"5";"1";"5,00"
"SP";"Senador";"11";"1";"11,00"
"TO";"Senador";"6";"1";"6,00"
"AC";"Deputado Federal";"65";"1";"65,00"
"AL";"Deputado Federal";"122";"1";"122,00"
"AM";"Deputado Federal";"83";"1";"83,00"
"AP";"Deputado Federal";"116";"1";"116,00"
"BA";"Deputado Federal";"388";"1";"388,00"
"CE";"Deputado Federal";"217";"1";"217,00"
"DF";"Deputado Federal";"134";"1";"134,00"
"ES";"Deputado Federal";"191";"1";"191,00"
"GO";"Deputado Federal";"176";"1";"176,00"
"MA";"Deputado Federal";"275";"1";"275,00"
"MG";"Deputado Federal";"697";"1";"697,00"
"MS";"Deputado Federal";"130";"1";"130,00"
"MT";"Deputado Federal";"113";"1";"113,00"
"PA";"Deputado Federal";"216";"1";"216,00"
"PB";"Deputado Federal";"117";"1";"117,00"
"PE";"Deputado Federal";"176";"1";"176,00"
"PI";"Deputado Federal";"112";"1";"112,00"
"PR";"Deputado Federal";"343";"1";"343,00"
"RJ";"Deputado Federal";"1081";"1";"1.081,00"
"RN";"Deputado Federal";"100";"1";"100,00"
"RO";"Deputado Federal";"95";"1";"95,00"
"RR";"Deputado Federal";"85";"1";"85,00"
"RS";"Deputado Federal";"328";"1";"328,00"
"SC";"Deputado Federal";"145";"1";"145,00"
"SE";"Deputado Federal";"90";"1";"90,00"
"SP";"Deputado Federal";"1485";"1";"1.485,00"
"TO";"Deputado Federal";"56";"1";"56,00"
"AC";"Deputado Estadual";"531";"1";"531,00"
"AL";"Deputado Estadual";"308";"1";"308,00"
"AM";"Deputado Estadual";"638";"1";"638,00"
"AP";"Deputado Estadual";"383";"1";"383,00"
"BA";"Deputado Estadual";"672";"1";"672,00"
"CE";"Deputado Estadual";"638";"1";"638,00"
"ES";"Deputado Estadual";"571";"1";"571,00"
"GO";"Deputado Estadual";"847";"1";"847,00"
"MA";"Deputado Estadual";"588";"1";"588,00"
"MG";"Deputado Estadual";"1199";"1";"1.199,00"
"MS";"Deputado Estadual";"435";"1";"435,00"
"MT";"Deputado Estadual";"336";"1";"336,00"
"PA";"Deputado Estadual";"780";"1";"780,00"
"PB";"Deputado Estadual";"427";"1";"427,00"
"PE";"Deputado Estadual";"551";"1";"551,00"
"PI";"Deputado Estadual";"258";"1";"258,00"
"PR";"Deputado Estadual";"847";"1";"847,00"
"RJ";"Deputado Estadual";"2038";"1";"2.038,00"
"RN";"Deputado Estadual";"275";"1";"275,00"
"RO";"Deputado Estadual";"449";"1";"449,00"
"RR";"Deputado Estadual";"424";"1";"424,00"
"RS";"Deputado Estadual";"721";"1";"721,00"
"SC";"Deputado Estadual";"492";"1";"492,00"
"SE";"Deputado Estadual";"186";"1";"186,00"
"SP";"Deputado Estadual";"2127";"1";"2.127,00"
"TO";"Deputado Estadual";"283";"1";"283,00"
"DF";"Deputado Distrital";"1027";"1";"1.027,00"
"AC";"Senador 1º Suplente";"4";"1";"4,00"
"AL";"Senador 1º Suplente";"11";"1";"11,00"
"AM";"Senador 1º Suplente";"8";"1";"8,00"
"AP";"Senador 1º Suplente";"11";"1";"11,00"
"BA";"Senador 1º Suplente";"7";"1";"7,00"
"CE";"Senador 1º Suplente";"4";"1";"4,00"
"DF";"Senador 1º Suplente";"8";"1";"8,00"
"ES";"Senador 1º Suplente";"7";"1";"7,00"
"GO";"Senador 1º Suplente";"7";"1";"7,00"
"MA";"Senador 1º Suplente";"7";"1";"7,00"
"MG";"Senador 1º Suplente";"11";"1";"11,00"
"MS";"Senador 1º Suplente";"6";"1";"6,00"
"MT";"Senador 1º Suplente";"9";"1";"9,00"
"PA";"Senador 1º Suplente";"13";"1";"13,00"
"PB";"Senador 1º Suplente";"10";"1";"10,00"
"PE";"Senador 1º Suplente";"5";"1";"5,00"
"PI";"Senador 1º Suplente";"6";"1";"6,00"
"PR";"Senador 1º Suplente";"10";"1";"10,00"
"RJ";"Senador 1º Suplente";"9";"1";"9,00"
"RN";"Senador 1º Suplente";"5";"1";"5,00"
"RO";"Senador 1º Suplente";"5";"1";"5,00"
"RR";"Senador 1º Suplente";"6";"1";"6,00"
"RS";"Senador 1º Suplente";"7";"1";"7,00"
"SC";"Senador 1º Suplente";"8";"1";"8,00"
"SE";"Senador 1º Suplente";"6";"1";"6,00"
"SP";"Senador 1º Suplente";"12";"1";"12,00"
"TO";"Senador 1º Suplente";"7";"1";"7,00"
"AC";"Senador 2º Suplente";"5";"1";"5,00"
"AL";"Senador 2º Suplente";"10";"1";"10,00"
"AM";"Senador 2º Suplente";"9";"1";"9,00"
"AP";"Senador 2º Suplente";"12";"1";"12,00"
"BA";"Senador 2º Suplente";"7";"1";"7,00"
"CE";"Senador 2º Suplente";"4";"1";"4,00"
"DF";"Senador 2º Suplente";"9";"1";"9,00"
"ES";"Senador 2º Suplente";"7";"1";"7,00"
"GO";"Senador 2º Suplente";"8";"1";"8,00"
"MA";"Senador 2º Suplente";"6";"1";"6,00"
"MG";"Senador 2º Suplente";"11";"1";"11,00"
"MS";"Senador 2º Suplente";"8";"1";"8,00"
"MT";"Senador 2º Suplente";"7";"1";"7,00"
"PA";"Senador 2º Suplente";"13";"1";"13,00"
"PB";"Senador 2º Suplente";"9";"1";"9,00"
"PE";"Senador 2º Suplente";"5";"1";"5,00"
"PI";"Senador 2º Suplente";"7";"1";"7,00"
"PR";"Senador 2º Suplente";"10";"1";"10,00"
"RJ";"Senador 2º Suplente";"8";"1";"8,00"
"RN";"Senador 2º Suplente";"7";"1";"7,00"
"RO";"Senador 2º Suplente";"4";"1";"4,00"
"RR";"Senador 2º Suplente";"7";"1";"7,00"
"RS";"Senador 2º Suplente";"8";"1";"8,00"
"SC";"Senador 2º Suplente";"8";"1";"8,00"
"SE";"Senador 2º Suplente";"5";"1";"5,00"
"SP";"Senador 2º Suplente";"11";"1";"11,00"
"TO";"Senador 2º Suplente";"9";"1";"9,00"
